Price,Cells,Capacity (mAh),Dollars per Wh,Link
$7.29,2,1300,0.7578,http://www.hobbyking.com/hobbyking/store/__17289__Turnigy_nano_tech_1300mah_2S_25_50C_Lipo_AIRSOFT_Pack.html
$5.90,2,1050,0.75933,http://www.hobbyking.com/hobbyking/store/__9324__Rhino_1050mAh_2S_7_4v_30C_Lipoly_Pack.html
$17.99,4,1600,0.75971,http://www.hobbyking.com/hobbyking/store/__25511__ZIPPY_Compact_1600mAh_4S_25C_Lipo_Pack.html
$12.41,2,2200,0.76229,http://www.hobbyking.com/hobbyking/store/__21392__ZIPPY_Compact_2200mAh_2S_35C_Lipo_Pack.html
$14.95,2,2650,0.76237,http://www.hobbyking.com/hobbyking/store/__10293__Turnigy_2650mAh_2S_40C_Lipo_Pack.html
$29.99,4,2650,0.76466,http://www.hobbyking.com/hobbyking/store/__11947__Turnigy_nano_tech_2650mah_4S_35_70C_Lipo_Pack.html
$8.49,2,1500,0.76486,http://www.hobbyking.com/hobbyking/store/__26564__Turnigy_1500mAh_2S_25C_Lipoly_Battery.html
$99.99,7,5000,0.77212,http://www.hobbyking.com/hobbyking/store/__24303__Turnigy_nano_tech_A_SPEC_5000mah_7S_65_130C_Lipo_Pack.html
$42.97,3,5000,0.77423,http://www.hobbyking.com/hobbyking/store/__11935__Turnigy_nano_tech_5000mah_3S_25_50C_Lipo_Pack.html
$11.46,4,1000,0.77432,http://www.hobbyking.com/hobbyking/store/__21390__ZIPPY_Compact_1000mAh_4S_35C_Lipo_Pack.html
$11.18,3,1300,0.77477,http://www.hobbyking.com/hobbyking/store/__11903__Turnigy_nano_tech_1300mah_3S_25_50C_Lipo_Pack.html
$51.66,6,3000,0.77568,http://www.hobbyking.com/hobbyking/store/__10101__Turnigy_3000mAh_6S_35C_Lipo_Pack.html
$25.83,3,3000,0.77568,http://www.hobbyking.com/hobbyking/store/__10099__Turnigy_3000mAh_3S_35C_Lipo_Pack.html
$18.99,3,2200,0.77764,http://www.hobbyking.com/hobbyking/store/__11944__Turnigy_nano_tech_2200mah_3S_35_70C_Lipo_Pack.html
$115.39,10,4000,0.77966,http://www.hobbyking.com/hobbyking/store/__17245__Turnigy_nano_tech_4000mah_10S_35_70C_Lipo_Pack.html
$25.99,3,3000,0.78048,http://www.hobbyking.com/hobbyking/store/__10298__Turnigy_3000mAh_3S_40C_Lipo_Pack.html
$22.99,3,2650,0.78157,http://www.hobbyking.com/hobbyking/store/__11946__Turnigy_nano_tech_2650mah_3S_35_70C_Lipo_Pack.html
$30.70,4,2650,0.78276,http://www.hobbyking.com/hobbyking/store/__9266__Turnigy_2650mAh_4S_30C_Lipo_Pack.html
$46.35,4,4000,0.78294,http://www.hobbyking.com/hobbyking/store/__17242__Turnigy_nano_tech_4000mah_4S_35_70C_Lipo_Pack.html
$57.99,4,5000,0.78365,http://www.hobbyking.com/hobbyking/store/__17254__Turnigy_nano_tech_5000mah_4S_35_70C_Lipo_Pack.html
$43.53,3,5000,0.78432,http://www.hobbyking.com/hobbyking/store/__17253__Turnigy_nano_tech_5000mah_3S_35_70C_Lipo_Pack.html
$12.77,2,2200,0.7844,http://www.hobbyking.com/hobbyking/store/__20390__Turnigy_nano_tech_2200mah_2S_40_80C_Lipo_Pack_TRA2820_Traxxas_1_16_models_.html
$6.97,2,1200,0.78491,http://www.hobbyking.com/hobbyking/store/__37844__Turnigy_nano_tech_1200mAh_2S_25_50C_Lipo_AIRSOFT_Pack.html
$15.69,3,1800,0.78529,http://www.hobbyking.com/hobbyking/store/__11908__Turnigy_nano_tech_1800mah_3S_25_50C_Lipo_Pack.html
$10.46,3,1200,0.78529,http://www.hobbyking.com/hobbyking/store/__37845__Turnigy_nano_tech_1200mAh_3S_25_50C_Lipo_AIRSOFT_Pack.html
$38.36,4,3300,0.78542,http://www.hobbyking.com/hobbyking/store/__11924__Turnigy_nano_tech_3300mah_4S_25_50C_Lipo_Pack.html
$26.19,3,3000,0.78649,http://www.hobbyking.com/hobbyking/store/__11919__Turnigy_nano_tech_3000mah_3S_25_50C_Lipo_Pack.html
$34.93,4,3000,0.78671,http://www.hobbyking.com/hobbyking/store/__11920__Turnigy_nano_tech_3000mah_4S_25_50C_Lipo_Pack.html
$9.32,2,1600,0.78716,http://www.hobbyking.com/hobbyking/store/__11904__Turnigy_nano_tech_1600mah_2S_25_50C_Lipo_Pack.html
$13.99,3,1600,0.78773,http://www.hobbyking.com/hobbyking/store/__11905__Turnigy_nano_tech_1600mah_3S_25_50C_Lipo_Pack.html
$30.99,4,2650,0.79016,http://www.hobbyking.com/hobbyking/store/__10295__Turnigy_2650mAh_4S_40C_Lipo_Pack.html
$13.21,3,1500,0.79339,http://www.hobbyking.com/hobbyking/store/__26451__Turnigy_nano_tech_1500mah_3S_25_50C_Lipo_Pack.html
$8.81,2,1500,0.79369,http://www.hobbyking.com/hobbyking/store/__26450__Turnigy_nano_tech_1500mah_2S_25_50C_Lipo_Pack.html
$7.50,3,850,0.79491,http://www.hobbyking.com/hobbyking/store/__11899__Turnigy_nano_tech_850mah_3S_25_40C_Lipo_Pack.html
$15.90,3,1800,0.7958,http://www.hobbyking.com/hobbyking/store/__10290__Turnigy_1800mAh_3S_40C_Lipo_Pack.html
$7.08,2,1200,0.7973,http://www.hobbyking.com/hobbyking/store/__37846__Turnigy_nano_tech_1200mAh_2S_25_50C_Lipo_AIRSOFT_Pack.html
$10.63,3,1200,0.79805,http://www.hobbyking.com/hobbyking/store/__37847__Turnigy_nano_tech_1200mAh_3S_25_50C_Lipo_AIRSOFT_Pack.html
$29.25,3,3300,0.79853,http://www.hobbyking.com/hobbyking/store/__21938__Turnigy_nano_tech_3300mah_3S_40_80C_Lipo_Pack_TRA2846_Slash_Rustler_Bandit_Stampede_compatible_.html
$34.31,2,5800,0.79939,http://www.hobbyking.com/hobbyking/store/__21937__Turnigy_nano_tech_5800mah_2S_40_80C_Lipo_Pack_TRA2843_.html
$23.67,2,4000,0.79966,http://www.hobbyking.com/hobbyking/store/__21936__Turnigy_nano_tech_4000mah_2S_40_80C_Lipo_Pack_TRA2841_Slash_Rustler_Bandit_Stampede_compatible_.html
$35.57,3,4000,0.80113,http://www.hobbyking.com/hobbyking/store/__21939__Turnigy_nano_tech_4000mah_3S_40_80C_Lipo_Pack_TRA2849_Slash_Rustler_Bandit_Stampede_compatible_.html
$59.36,2,10000,0.80216,http://www.hobbyking.com/hobbyking/store/__21940__Turnigy_nano_tech_10000mah_2S_40_80C_Lipo_Pack_TRA2854_Stampede_Rustler_Bandit_compatible_.html
$11.14,3,1250,0.80288,http://www.hobbyking.com/hobbyking/store/__9323__Rhino_1250mAh_3S_11_1v_30C_Lipoly_Pack_.html
$53.62,6,3000,0.80511,http://www.hobbyking.com/hobbyking/store/__10300__Turnigy_3000mAh_6S_40C_Lipo_Pack.html
$47.51,6,2650,0.80758,http://www.hobbyking.com/hobbyking/store/__10296__Turnigy_2650mAh_6S_40C_Lipo_Pack.html
$47.88,4,4000,0.80878,http://www.hobbyking.com/hobbyking/store/__9511__Turnigy_4000mAh_4S_30C_Lipo_Pack.html
$13.49,3,1500,0.81021,http://www.hobbyking.com/hobbyking/store/__25510__ZIPPY_Compact_1500mAh_3S_35C_Lipo_Pack.html
$59.99,4,5000,0.81068,http://www.hobbyking.com/hobbyking/store/__10307__Turnigy_5000mAh_4S_40C_Lipo_Pack.html
$26.42,4,2200,0.81143,http://www.hobbyking.com/hobbyking/store/__11952__Turnigy_nano_tech_2200mah_4S_45_90C_Lipo_Pack.html
$6.76,3,750,0.81201,http://www.hobbyking.com/hobbyking/store/__7292__Rhino_750mAh_3S_11_1v_20C_Lipoly_Pack.html
$16.24,2,2700,0.81281,http://www.hobbyking.com/hobbyking/store/__19127__Turnigy_nano_tech_2700mah_2S_65_130C_Lipo_Pack.html
$26.57,4,2200,0.81603,http://www.hobbyking.com/hobbyking/store/__10384__Turnigy_2200mAh_4S_35C_Lipo_Pack.html
$19.99,3,2200,0.81859,http://www.hobbyking.com/hobbyking/store/__11951__Turnigy_nano_tech_2200mah_3S_45_90C_Lipo_Pack.html
$20.52,3,2250,0.82162,http://www.hobbyking.com/hobbyking/store/__9612__Rhino_2250mAh_3S_11_1v_40C_Lipoly_Pack.html
$10.95,2,1800,0.82207,http://www.hobbyking.com/hobbyking/store/__9368__Turnigy_1800mAh_2S_30C_Lipo_Pack.html
$78.00,2,12800,0.82348,http://www.hobbyking.com/hobbyking/store/__21944__Turnigy_nano_tech_12800mah_2S_40_80C_Lipo_Pack_TRA2875_Summit_E_Revo_E_Maxx_compatible_.html
$70.60,6,3850,0.82602,http://www.hobbyking.com/hobbyking/store/__19142__Turnigy_nano_tech_3850mah_6S_65_130C_Lipo_Pack.html
$58.97,3,6400,0.8301,http://www.hobbyking.com/hobbyking/store/__21941__Turnigy_nano_tech_6400mah_3S_40_80C_Lipo_Pack_TRA2857_Stampede_Rustler_Bandit_compatible_.html
$108.14,7,5000,0.83506,http://www.hobbyking.com/hobbyking/store/__19157__Turnigy_nano_tech_5000mah_7S_65_130C_Lipo_Pack.html
$2.03,1,650,0.84407,http://www.hobbyking.com/hobbyking/store/__23317__Turnigy_nano_tech_650mAh_1S_15c_Round_Lipo.html
$24.88,3,2650,0.84583,http://www.hobbyking.com/hobbyking/store/__10294__Turnigy_2650mAh_3S_40C_Lipo_Pack.html
$70.58,5,4500,0.84781,http://www.hobbyking.com/hobbyking/store/__17661__Turnigy_nano_tech_4500mah_5S_45_90C_Lipo_Pack.html
$16.99,3,1800,0.85035,http://www.hobbyking.com/hobbyking/store/__9369__Turnigy_1800mAh_3S_30C_Lipo_Pack.html
$6.31,2,1000,0.8527,http://www.hobbyking.com/hobbyking/store/__9490__Turnigy_1000mAh_2S_30C_Lipo_Pack.html
$31.27,3,3300,0.85367,http://www.hobbyking.com/hobbyking/store/__11953__Turnigy_nano_tech_3300mah_3S_45_90C_Lipo_Pack.html
$63.19,4,5000,0.85392,http://www.hobbyking.com/hobbyking/store/__11957__Turnigy_nano_tech_5000mah_4S_45_90C_Lipo_Pack.html
$63.19,5,4000,0.85392,http://www.hobbyking.com/hobbyking/store/__14611__Turnigy_nano_tech_4000mah_5S_45_90C_Lipo_Pack.html
$75.83,6,4000,0.85394,http://www.hobbyking.com/hobbyking/store/__14612__Turnigy_nano_tech_4000mah_6S_45_90C_Lipo_Pack.html
$78.99,5,5000,0.85395,http://www.hobbyking.com/hobbyking/store/__14615__Turnigy_nano_tech_5000mah_5S_45_90C_Lipo_Pack.html
$94.81,6,5000,0.85414,http://www.hobbyking.com/hobbyking/store/__14616__Turnigy_nano_tech_5000mah_6S_45_90C_Lipo_Pack.html
$37.93,3,4000,0.85428,http://www.hobbyking.com/hobbyking/store/__11954__Turnigy_nano_tech_4000mah_3S_45_90C_Lipo_Pack.html
$50.26,6,2650,0.85433,http://www.hobbyking.com/hobbyking/store/__17259__Turnigy_nano_tech_2650mah_6S_45_90C_Lipo_Pack.html
$25.29,2,4000,0.85439,http://www.hobbyking.com/hobbyking/store/__17262__Turnigy_nano_tech_4000mah_2S_45_90C_Lipo_Pack.html
$62.61,6,3300,0.85463,http://www.hobbyking.com/hobbyking/store/__17261__Turnigy_nano_tech_3300mah_6S_45_90C_Lipo_Pack.html
$16.76,2,2650,0.85467,http://www.hobbyking.com/hobbyking/store/__17258__Turnigy_nano_tech_2650mah_2S_45_90C_Lipo_Pack.html
$31.67,2,5000,0.85595,http://www.hobbyking.com/hobbyking/store/__17264__Turnigy_nano_tech_5000mah_2S_45_90C_Lipo_Pack.html
$28.55,2,4500,0.85736,http://www.hobbyking.com/hobbyking/store/__17263__Turnigy_nano_tech_4500mah_2S_45_90C_Lipo_Pack.html
$42.85,3,4500,0.85786,http://www.hobbyking.com/hobbyking/store/__17659__Turnigy_nano_tech_4500mah_3S_45_90C_Lipo_Pack.html
$57.15,4,4500,0.85811,http://www.hobbyking.com/hobbyking/store/__17660__Turnigy_nano_tech_4500mah_4S_45_90C_Lipo_Pack.html
$7.63,3,800,0.85923,http://www.hobbyking.com/hobbyking/store/__9173__Turnigy_800mAh_3S_20C_Lipo_Pack.html
$21.01,2,3300,0.86036,http://www.hobbyking.com/hobbyking/store/__17260__Turnigy_nano_tech_3300mah_2S_45_90C_Lipo_Pack.html
$13.38,3,1400,0.861,http://www.hobbyking.com/hobbyking/store/__20391__Turnigy_nano_tech_1400mah_3S_40_80C_Lipo_Pack_TRA2823_Traxxas_1_16_models_.html
$38.26,4,3000,0.86171,http://www.hobbyking.com/hobbyking/store/__10299__Turnigy_3000mAh_4S_40C_Lipo_Pack.html
$47.89,3,5000,0.86288,http://www.hobbyking.com/hobbyking/store/__21943__Turnigy_nano_tech_5000mah_3S_40_80C_Lipo_Pack_TRA2872_Slash_Slash_4x4_.html
$17.76,3,1850,0.86486,http://www.hobbyking.com/hobbyking/store/__9609__Rhino_1850mAh_3S_11_1v_40C_Lipoly_Pack_.html
$16.69,4,1300,0.86746,http://www.hobbyking.com/hobbyking/store/__25509__ZIPPY_Compact_1300mAh_4S_35C_Lipo_Pack.html
$48.19,3,5000,0.86829,http://www.hobbyking.com/hobbyking/store/__10306__Turnigy_5000mAh_3S_40C_Lipo_Pack.html
$9.65,3,1000,0.86937,http://www.hobbyking.com/hobbyking/store/__9491__Turnigy_1000mAh_3S_30C_Lipo_Pack.html
$23.17,4,1800,0.86974,http://www.hobbyking.com/hobbyking/store/__9458__Turnigy_1800mAh_4S_30C_Lipo_Pack.html
$51.49,4,4000,0.86976,http://www.hobbyking.com/hobbyking/store/__10303__Turnigy_4000mAh_4S_40C_Lipo_Pack.html
$16.74,4,1300,0.87006,http://www.hobbyking.com/hobbyking/store/__18208__Turnigy_nano_tech_1300mAh_4S_45_90C_Lipo_Pack.html
$17.39,3,1800,0.87037,http://www.hobbyking.com/hobbyking/store/__25512__ZIPPY_Compact_1800mAh_3S_35C_Lipo_Pack.html
$87.07,6,4500,0.87157,http://www.hobbyking.com/hobbyking/store/__17662__Turnigy_nano_tech_4500mah_6S_45_90C_Lipo_Pack.html
$161.24,10,5000,0.87157,http://www.hobbyking.com/hobbyking/store/__14617__Turnigy_nano_tech_5000mah_10S_45_90C_Lipo_Pack.html
$81.38,3,8400,0.8728,http://www.hobbyking.com/hobbyking/store/__21945__Turnigy_nano_tech_8400mah_3S_40_80C_Lipo_Pack_TRA2878_Slash_VXL_Slash_4x4_compatible_.html
$31.99,3,3300,0.87333,http://www.hobbyking.com/hobbyking/store/__11949__Turnigy_nano_tech_3300mah_3S_35_70C_Lipo_Pack.html
$8.09,2,1250,0.87459,http://www.hobbyking.com/hobbyking/store/__9325__Rhino_1250mAh_2S_7_4v_30C_Lipoly_Pack_.html
$42.72,4,3300,0.87469,http://www.hobbyking.com/hobbyking/store/__11950__Turnigy_nano_tech_3300mah_4S_35_70C_Lipo_Pack.html
$146.72,10,4500,0.8812,http://www.hobbyking.com/hobbyking/store/__17663__Turnigy_nano_tech_4500mah_10S_45_90C_Lipo_Pack.html
$49.95,2,7600,0.88816,http://www.hobbyking.com/hobbyking/store/__21942__Turnigy_nano_tech_7600mah_2S_40_80C_Lipo_Pack_TRA2869_Summit_E_Revo_E_Maxx_.html
$23.79,4,1800,0.89302,http://www.hobbyking.com/hobbyking/store/__10291__Turnigy_1800mAh_4S_40C_Lipo_Pack.html
$49.65,3,5000,0.89459,http://www.hobbyking.com/hobbyking/store/__10097__Turnigy_5000mAh_3S_35C_Lipo_Pack.html
$6.66,2,1000,0.9,http://www.hobbyking.com/hobbyking/store/__34530__Turnigy_nano_tech_1000mah_2S_20_40C_Lipo_AIRSOFT_Pack.html
$9.99,3,1000,0.9,http://www.hobbyking.com/hobbyking/store/__37833__Turnigy_nano_tech_1000mAh_3S_20_40C_Lipo_AIRSOFT_Pack.html
$74.99,5,4500,0.90078,http://www.hobbyking.com/hobbyking/store/__24298__Turnigy_nano_tech_A_SPEC_4500mah_5S_65_130C_Lipo_Pack.html
$99.99,6,5000,0.90081,http://www.hobbyking.com/hobbyking/store/__24302__Turnigy_nano_tech_A_SPEC_5000mah_6S_65_130C_Lipo_Pack.html
$10.50,3,1050,0.9009,http://www.hobbyking.com/hobbyking/store/__9608__Rhino_1050mAh_3S_11_1v_40C_Lipoly_Pack_.html
$160.16,12,4000,0.9018,http://www.hobbyking.com/hobbyking/store/__26787__Turnigy_nano_tech_A_SPEC_4000mah_12S_65_130C_Lipo_Pack.html
$6.70,2,1000,0.90541,http://www.hobbyking.com/hobbyking/store/__11900__Turnigy_nano_tech_1000mah_2S_25_50C_Lipo_Pack.html
$9.60,3,950,0.91038,http://www.hobbyking.com/hobbyking/store/__20389__Turnigy_nano_tech_950mah_3S_25_50C_Lipo_Pack.html
$6.40,2,950,0.91038,http://www.hobbyking.com/hobbyking/store/__20388__Turnigy_nano_tech_950mah_2S_25_50C_Lipo_Pack.html
$50.95,3,5000,0.91802,http://www.hobbyking.com/hobbyking/store/__11956__Turnigy_nano_tech_5000mah_3S_45_90C_Lipo_Pack.html
$1.20,1,350,0.92664,http://www.hobbyking.com/hobbyking/store/__23316__Turnigy_nano_tech_350mah_1S_15C_Round_Lipo.html
$8.93,2,1300,0.92827,http://www.hobbyking.com/hobbyking/store/__15087__Turnigy_1300mAh_2S_20C_Lipo_Pack_Suit_1_18th_Truck_.html
$10.33,3,1000,0.93063,http://www.hobbyking.com/hobbyking/store/__37837__Turnigy_nano_tech_1000mAh_3S_20_40C_Lipo_AIRSOFT_Pack.html
$37.32,2,5400,0.93393,http://www.hobbyking.com/hobbyking/store/__9151__Polyquest_5400mAh_2S_RLP_Racing_Lipo_Pack.html
$16.63,3,1600,0.93637,http://www.hobbyking.com/hobbyking/store/__9456__Turnigy_1600mAh_3S_30C_Lipo_Pack.html
$13.52,3,1300,0.93694,http://www.hobbyking.com/hobbyking/store/__18207__Turnigy_nano_tech_1300mAh_3S_45_90C_Lipo_Pack.html
$27.05,6,1300,0.93728,http://www.hobbyking.com/hobbyking/store/__22907__Turnigy_nano_tech_1300mah_6S_45_90C_Lipo_Pack_450_helicopter_HK_Trex_Rave_E4_etc_.html
$6.96,2,1000,0.94054,http://www.hobbyking.com/hobbyking/store/__37835__Turnigy_nano_tech_1000mAh_2S_20_40C_Lipo_AIRSOFT_Pack.html
$8.36,3,800,0.94144,http://www.hobbyking.com/hobbyking/store/__18847__Turnigy_800mAh_3S_30C_Lipo_Pack.html
$13.95,4,1000,0.94257,http://www.hobbyking.com/hobbyking/store/__18206__Turnigy_nano_tech_1000mAh_4S_45_90C_Lipo_Pack.html
$69.99,5,4000,0.94581,http://www.hobbyking.com/hobbyking/store/__24295__Turnigy_nano_tech_A_SPEC_4000mah_5S_65_130C_Lipo_Pack.html
$5.60,2,800,0.94595,http://www.hobbyking.com/hobbyking/store/__10868__Turnigy_800mAh_2S_20C_Long_Lipo_Pack.html
$10.57,2,1500,0.95225,http://www.hobbyking.com/hobbyking/store/__26452__Turnigy_nano_tech_1500mah_2S_35_70C_Lipo_Pack.html
$5.99,2,850,0.95231,http://www.hobbyking.com/hobbyking/store/__11898__Turnigy_nano_tech_850mah_2S_25_40C_Lipo_Pack.html
$5.99,2,850,0.95231,http://www.hobbyking.com/hobbyking/store/__21331__ZIPPY_Compact_850mAh_2S_25C_Lipo_Pack.html
$15.86,3,1500,0.95255,http://www.hobbyking.com/hobbyking/store/__26453__Turnigy_nano_tech_1500mah_3S_35_70C_Lipo_Pack.html
$31.27,2,4400,0.96038,http://www.hobbyking.com/hobbyking/store/__19144__Turnigy_nano_tech_4400mah_2S_65_130C_Lipo_Pack.html
$88.85,5,5000,0.96054,http://www.hobbyking.com/hobbyking/store/__19155__Turnigy_nano_tech_5000mah_5S_65_130C_Lipo_Pack.html
$10.69,3,1000,0.96306,http://www.hobbyking.com/hobbyking/store/__11901__Turnigy_nano_tech_1000mah_3S_25_50C_Lipo_Pack.html
$5.74,2,800,0.96959,http://www.hobbyking.com/hobbyking/store/__9276__Turnigy_800mAh_2S_20C_Lipo_Pack.html
$90.22,5,5000,0.97535,http://www.hobbyking.com/hobbyking/store/__24301__Turnigy_nano_tech_A_SPEC_5000mah_5S_65_130C_Lipo_Pack.html
$71.51,6,3300,0.97611,http://www.hobbyking.com/hobbyking/store/__19136__Turnigy_nano_tech_3300mah_6S_65_130C_Lipo_Pack.html
$128.53,8,4400,0.98687,http://www.hobbyking.com/hobbyking/store/__19150__Turnigy_nano_tech_4400mah_8S_65_130C_Lipo_Pack.html
$160.67,10,4400,0.98692,http://www.hobbyking.com/hobbyking/store/__19151__Turnigy_nano_tech_4400mah_10S_65_130C_Lipo_Pack.html
$140.59,10,3850,0.98694,http://www.hobbyking.com/hobbyking/store/__19143__Turnigy_nano_tech_3850mah_10S_65_130C_Lipo_Pack.html
$120.51,10,3300,0.98698,http://www.hobbyking.com/hobbyking/store/__19137__Turnigy_nano_tech_3300mah_10S_65_130C_Lipo_Pack.html
$112.48,7,4400,0.98701,http://www.hobbyking.com/hobbyking/store/__19149__Turnigy_nano_tech_4400mah_7S_65_130C_Lipo_Pack.html
$99.03,6,4500,0.99129,http://www.hobbyking.com/hobbyking/store/__24299__Turnigy_nano_tech_A_SPEC_4500mah_6S_65_130C_Lipo_Pack.html
$88.03,6,4000,0.99133,http://www.hobbyking.com/hobbyking/store/__24296__Turnigy_nano_tech_A_SPEC_4000mah_6S_65_130C_Lipo_Pack.html
$198.28,12,4500,0.99239,http://www.hobbyking.com/hobbyking/store/__26788__Turnigy_nano_tech_A_SPEC_4500mah_12S_65_130C_Lipo_Pack.html
$34.15,6,1550,0.99244,http://www.hobbyking.com/hobbyking/store/__51445__Turnigy_nano_tech_1550mah_6S_65_130C_Lipo_Pack_450L_Heli_.html
$9.39,3,850,0.99523,http://www.hobbyking.com/hobbyking/store/__25507__ZIPPY_Compact_850mAh_3S_35C_Lipo_Pack.html
$6.29,2,850,1.0,http://www.hobbyking.com/hobbyking/store/__25506__ZIPPY_Compact_850mAh_2S_35C_Lipo_Pack.html
$41.12,5,2200,1.01032,http://www.hobbyking.com/hobbyking/store/__25429__Turnigy_nano_tech_A_SPEC_2200mah_5S_65_130C_Lipo_Pack.html
$32.91,4,2200,1.01075,http://www.hobbyking.com/hobbyking/store/__25428__Turnigy_nano_tech_A_SPEC_2200mah_4S_65_130C_Lipo_Pack.html
$7.87,2,1050,1.01287,http://www.hobbyking.com/hobbyking/store/__9607__Rhino_1050mAh_2S_7_4v_40C_Lipoly_Pack_.html
$59.99,4,4000,1.01334,http://www.hobbyking.com/hobbyking/store/__11955__Turnigy_nano_tech_4000mah_4S_45_90C_Lipo_Pack.html
$11.27,3,1000,1.01532,http://www.hobbyking.com/hobbyking/store/__18205__Turnigy_nano_tech_1000mAh_3S_45_90C_Lipo_Pack.html
$59.99,6,2650,1.01972,http://www.hobbyking.com/hobbyking/store/__24293__Turnigy_nano_tech_A_SPEC_2650mah_6S_65_130C_Lipo_Pack.html
$49.99,6,2200,1.02355,http://www.hobbyking.com/hobbyking/store/__25430__Turnigy_nano_tech_A_SPEC_2200mah_6S_65_130C_Lipo_Pack.html
$38.26,2,5000,1.03405,http://www.hobbyking.com/hobbyking/store/__19152__Turnigy_nano_tech_5000mah_2S_65_130C_Lipo_Pack.html
$29.46,2,3850,1.03405,http://www.hobbyking.com/hobbyking/store/__19138__Turnigy_nano_tech_3850mah_2S_65_130C_Lipo_Pack.html
$17.22,2,2250,1.03423,http://www.hobbyking.com/hobbyking/store/__19122__Turnigy_nano_tech_2250mah_2S_65_130C_Lipo_Pack.html
$25.26,2,3300,1.0344,http://www.hobbyking.com/hobbyking/store/__19132__Turnigy_nano_tech_3300mah_2S_65_130C_Lipo_Pack.html
$63.15,5,3300,1.0344,http://www.hobbyking.com/hobbyking/store/__19135__Turnigy_nano_tech_3300mah_5S_65_130C_Lipo_Pack.html
$84.20,5,4400,1.0344,http://www.hobbyking.com/hobbyking/store/__19147__Turnigy_nano_tech_4400mah_5S_65_130C_Lipo_Pack.html
$43.06,5,2250,1.03447,http://www.hobbyking.com/hobbyking/store/__19125__Turnigy_nano_tech_2250mah_5S_65_130C_Lipo_Pack.html
$73.68,5,3850,1.03447,http://www.hobbyking.com/hobbyking/store/__19141__Turnigy_nano_tech_3850mah_5S_65_130C_Lipo_Pack.html
$44.21,3,3850,1.03452,http://www.hobbyking.com/hobbyking/store/__19139__Turnigy_nano_tech_3850mah_3S_65_130C_Lipo_Pack.html
$37.90,3,3300,1.03467,http://www.hobbyking.com/hobbyking/store/__19133__Turnigy_nano_tech_3300mah_3S_65_130C_Lipo_Pack.html
$31.01,3,2700,1.0347,http://www.hobbyking.com/hobbyking/store/__19128__Turnigy_nano_tech_2700mah_3S_65_130C_Lipo_Pack.html
$50.54,3,4400,1.03481,http://www.hobbyking.com/hobbyking/store/__19145__Turnigy_nano_tech_4400mah_3S_65_130C_Lipo_Pack.html
$51.69,5,2700,1.03483,http://www.hobbyking.com/hobbyking/store/__19130__Turnigy_nano_tech_2700mah_5S_65_130C_Lipo_Pack.html
$58.97,4,3850,1.03492,http://www.hobbyking.com/hobbyking/store/__19140__Turnigy_nano_tech_3850mah_4S_65_130C_Lipo_Pack.html
$57.44,3,5000,1.03495,http://www.hobbyking.com/hobbyking/store/__19153__Turnigy_nano_tech_5000mah_3S_65_130C_Lipo_Pack.html
$76.59,4,5000,1.035,http://www.hobbyking.com/hobbyking/store/__19154__Turnigy_nano_tech_5000mah_4S_65_130C_Lipo_Pack.html
$50.55,4,3300,1.03501,http://www.hobbyking.com/hobbyking/store/__19134__Turnigy_nano_tech_3300mah_4S_65_130C_Lipo_Pack.html
$20.68,3,1800,1.03504,http://www.hobbyking.com/hobbyking/store/__19120__Turnigy_nano_tech_1800mah_3S_65_130C_Lipo_Pack.html
$34.47,4,2250,1.03514,http://www.hobbyking.com/hobbyking/store/__19124__Turnigy_nano_tech_2250mah_4S_65_130C_Lipo_Pack.html
$67.41,4,4400,1.03517,http://www.hobbyking.com/hobbyking/store/__19146__Turnigy_nano_tech_4400mah_4S_65_130C_Lipo_Pack.html
$41.37,4,2700,1.03529,http://www.hobbyking.com/hobbyking/store/__19129__Turnigy_nano_tech_2700mah_4S_65_130C_Lipo_Pack.html
$27.58,4,1800,1.03529,http://www.hobbyking.com/hobbyking/store/__19121__Turnigy_nano_tech_1800mah_4S_65_130C_Lipo_Pack.html
$13.79,2,1800,1.03529,http://www.hobbyking.com/hobbyking/store/__19119__Turnigy_nano_tech_1800mah_2S_65_130C_Lipo_Pack.html
$9.77,3,850,1.03551,http://www.hobbyking.com/hobbyking/store/__18203__Turnigy_nano_tech_850mAh_3S_45_90C_Lipo_Pack.html
$5.79,3,500,1.04324,http://www.hobbyking.com/hobbyking/store/__9275__Turnigy_500mAh_3S_20C_Lipo_Pack.html
$2.90,1,750,1.04505,http://www.hobbyking.com/hobbyking/store/__20386__Turnigy_nano_tech_750mah_1S_35_70C_Lipo_Pack_Fits_Nine_Eagles_Solo_Pro_180_.html
$4.72,2,610,1.04564,http://www.hobbyking.com/hobbyking/store/__7305__Rhino_610mAh_2S_7_4v_20C_Lipoly_Pack.html
$63.01,6,2700,1.05122,http://www.hobbyking.com/hobbyking/store/__19131__Turnigy_nano_tech_2700mah_6S_65_130C_Lipo_Pack.html
$52.51,6,2250,1.05125,http://www.hobbyking.com/hobbyking/store/__19126__Turnigy_nano_tech_2250mah_6S_65_130C_Lipo_Pack.html
$116.70,6,5000,1.05135,http://www.hobbyking.com/hobbyking/store/__19156__Turnigy_nano_tech_5000mah_6S_65_130C_Lipo_Pack.html
$102.70,6,4400,1.05139,http://www.hobbyking.com/hobbyking/store/__19148__Turnigy_nano_tech_4400mah_6S_65_130C_Lipo_Pack.html
